timestamp,count,uniques,collected_at
2026-07-01T00:00:00Z,0,0,2026-07-16T05:21:23Z
2026-07-02T00:00:00Z,0,0,2026-07-17T05:23:22Z
2026-07-03T00:00:00Z,0,0,2026-07-18T05:05:50Z
2026-07-04T00:00:00Z,0,0,2026-07-19T05:32:22Z
2026-07-05T00:00:00Z,0,0,2026-07-19T05:32:22Z
2026-07-06T00:00:00Z,0,0,2026-07-21T05:30:34Z
2026-07-07T00:00:00Z,0,0,2026-07-22T05:29:53Z
2026-07-08T00:00:00Z,3,2,2026-07-23T05:34:55Z
2026-07-09T00:00:00Z,0,0,2026-07-24T05:30:40Z
2026-07-10T00:00:00Z,0,0,2026-07-25T05:24:46Z
2026-07-11T00:00:00Z,0,0,2026-07-26T05:42:01Z
2026-07-12T00:00:00Z,0,0,2026-07-27T06:02:12Z
2026-07-13T00:00:00Z,0,0,2026-07-28T05:25:43Z
2026-07-14T00:00:00Z,0,0,2026-07-28T05:25:43Z
2026-07-15T00:00:00Z,0,0,2026-07-30T05:19:26Z
2026-07-16T00:00:00Z,0,0,2026-07-31T05:46:13Z
2026-07-17T00:00:00Z,0,0,2026-08-01T05:36:53Z
2026-07-18T00:00:00Z,1,1,2026-08-04T05:25:51Z
2026-07-19T00:00:00Z,0,0,2026-08-04T05:25:51Z
2026-07-20T00:00:00Z,0,0,2026-08-04T05:25:51Z
2026-07-21T00:00:00Z,0,0,2026-08-05T05:25:31Z
2026-07-22T00:00:00Z,0,0,2026-08-06T05:27:50Z
2026-07-23T00:00:00Z,0,0,2026-08-07T04:33:02Z
2026-07-24T00:00:00Z,0,0,2026-08-08T03:44:55Z
2026-07-25T00:00:00Z,0,0,2026-08-09T03:53:53Z
2026-07-26T00:00:00Z,0,0,2026-08-10T04:08:37Z
2026-07-27T00:00:00Z,1,1,2026-08-11T03:55:49Z
2026-07-28T00:00:00Z,0,0,2026-08-12T04:18:12Z
2026-07-29T00:00:00Z,1,1,2026-08-13T04:21:31Z
2026-07-30T00:00:00Z,1,1,2026-08-14T04:18:45Z
2026-07-31T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-01T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-02T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-03T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-04T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-05T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-06T00:00:00Z,1,1,2026-08-14T04:18:45Z
2026-08-07T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-08T00:00:00Z,1,1,2026-08-14T04:18:45Z
2026-08-09T00:00:00Z,3,1,2026-08-14T04:18:45Z
2026-08-10T00:00:00Z,1,1,2026-08-14T04:18:45Z
2026-08-11T00:00:00Z,0,0,2026-08-14T04:18:45Z
2026-08-12T00:00:00Z,0,0,2026-08-14T04:18:45Z
TOTAL,134,31,2026-08-14T04:18:45Z
